FILEBASE, SCALE, BYTES, ACCA, ACCB, ACCAVG, OCRTIME
8575_001.2B, 0.3, 3950, 0, 0, 0.0, 0.180931091309
8552_001.2B, 0.3, 6232, 0, 0, 0.0, 0.121873855591
8703_001.2B, 0.3, 7896, 1, 0, 0.5, 0.962140798569
8589_001.2B, 0.3, 4018, 1, 1, 1.0, 1.73861193657
8525_001.2B, 0.3, 15350, 3, 1, 2.0, 3.49043893814
8743_002.2B, 0.3, 7456, 0, 0, 0.0, 3.38841819763
8569_001.2B, 0.3, 8108, 1, 1, 1.0, 0.679621934891
8745_002.2B, 0.3, 3590, 0, 0, 0.0, 0.146670103073
8749_001.2B, 0.3, 7790, 2, 2, 2.0, 2.70140504837
8759_001.2B, 0.3, 10406, 1, 0, 0.5, 3.74850320816
8548_001.2B, 0.3, 6466, 0, 0, 0.0, 0.75834608078
8526_001.2B, 0.3, 5714, 2, 2, 2.0, 1.52966499329
8529_001.2B, 0.3, 13956, 0, 0, 0.0, 7.95846104622
8535_001.2B, 0.3, 4988, 0, 0, 0.0, 0.221093177795
8500_001.2B, 0.3, 10830, 2, 1, 1.5, 1.59768795967
8594_001.2B, 0.3, 3946, 4, 3, 3.5, 1.69229197502
8725_001.2B, 0.3, 10678, 0, 0, 0.0, 1.01397109032
8520_001.2B, 0.3, 11208, 0, 0, 0.0, 0.114305019379
8756_001.2B, 0.3, 9582, 12, 1, 6.5, 0.448079824448
8752_002.2B, 0.3, 14120, 0, 0, 0.0, 0.167850017548
8758_001.2B, 0.3, 12564, 5, 1, 3.0, 2.15818405151
8744_002.2B, 0.3, 12308, 0, 0, 0.0, 0.465983867645
8521_001.2B, 0.3, 7784, 100, 0, 50.0, 0.122518062592
8759_003.2B, 0.3, 11178, 0, 0, 0.0, 2.88485503197
8573_001.2B, 0.3, 8224, 0, 0, 0.0, 4.1847422123
8544_001.2B, 0.3, 8682, 0, 0, 0.0, 0.150104045868
8585_001.2B, 0.3, 5388, 1, 1, 1.0, 2.30548214912
8578_001.2B, 0.3, 4374, 0, 0, 0.0, 0.192988157272
8722_001.2B, 0.3, 10408, 0, 0, 0.0, 0.250494003296
8760_001.2B, 0.3, 8160, 5, 1, 3.0, 0.496758937836
8545_001.2B, 0.3, 4406, 0, 0, 0.0, 0.417830944061
8748_001.2B, 0.3, 15780, 2, 1, 1.5, 1.8133699894
8574_001.2B, 0.3, 9152, 0, 0, 0.0, 0.101318120956
8587_001.2B, 0.3, 5932, 1, 1, 1.0, 1.2508649826
8515_001.2B, 0.3, 6160, 2, 2, 2.0, 2.54050397873
8512_001.2B, 0.3, 2278, 0, 0, 0.0, 0.0937950611115
8563_001.2B, 0.3, 7736, 1, 0, 0.5, 0.844344854355
8551_001.2B, 0.3, 4254, 3, 3, 3.0, 1.59900403023
8741_001.2B, 0.3, 6818, 0, 0, 0.0, 0.247967004776
8503_001.2B, 0.3, 10480, 3, 1, 2.0, 1.29710197449
8550_001.2B, 0.3, 6302, 1, 1, 1.0, 1.65458106995
8560_001.2B, 0.3, 7962, 3, 0, 1.5, 0.474758863449
8743_001.2B, 0.3, 10662, 1, 0, 0.5, 2.30735206604
8540_001.2B, 0.3, 7500, 1, 0, 0.5, 0.841366052628
8719_001.2B, 0.3, 8554, 3, 1, 2.0, 1.7510008812
8518_001.2B, 0.3, 4944, 0, 0, 0.0, 1.79638981819
8702_001.2B, 0.3, 9854, 0, 0, 0.0, 0.0991690158844
8750_002.2B, 0.3, 5452, 0, 0, 0.0, 0.0931639671326
8513_001.2B, 0.3, 6400, 7, 0, 3.5, 0.362128973007
8734_002.2B, 0.3, 7530, 0, 0, 0.0, 0.0950560569763
8505_001.2B, 0.3, 8770, 1, 0, 0.5, 3.10493397713
8509_001.2B, 0.3, 15656, 2, 1, 1.5, 6.62158799171
8517_001.2B, 0.3, 4476, 3, 2, 2.5, 0.503687858582
8742_001.2B, 0.3, 10032, 8, 7, 7.5, 6.29197907448
8586_001.2B, 0.3, 3246, 0, 0, 0.0, 0.20737695694
8571_001.2B, 0.3, 9152, 0, 0, 0.0, 0.43207192421
8541_001.2B, 0.2, 5448, 0, 0, 0.0, 0.0902729034424
8597_001.2B, 0.2, 3314, 0, 0, 0.0, 0.15633392334
8741_002.2B, 0.2, 2822, 0, 0, 0.0, 0.092157125473
8750_001.2B, 0.2, 1496, 0, 0, 0.0, 0.0894370079041
8752_001.2B, 0.2, 4280, 0, 0, 0.0, 0.123965978622
8564_001.2B, 0.2, 5180, 0, 0, 0.0, 0.183424949646
8502_001.2B, 0.2, 6180, 0, 0, 0.0, 0.161278009415
8717_001.2B, 0.2, 5626, 0, 0, 0.0, 0.101846933365
8520_003.2B, 0.2, 5098, 0, 0, 0.0, 0.0900731086731
8747_002.2B, 0.2, 8214, 0, 0, 0.0, 0.133856058121
8749_002.2B, 0.2, 6314, 0, 0, 0.0, 0.0935401916504
8529_002.2B, 0.2, 1506, 0, 0, 0.0, 0.0905740261078
8729_001.2B, 0.2, 5466, 6, 0, 3.0, 0.277440071106
8523_001.2B, 0.2, 4422, 0, 0, 0.0, 0.0903129577637
8710_001.2B, 0.2, 2820, 0, 0, 0.0, 0.125056028366
8584_001.2B, 0.2, 4892, 0, 0, 0.0, 0.110641002655
8501_001.2B, 0.2, 2650, 0, 0, 0.0, 0.0896120071411
8592_001.2B, 0.2, 3068, 0, 0, 0.0, 0.0895180702209
8570_001.2B, 0.2, 1828, 50, 1, 25.5, 0.145678043365
8508_001.2B, 0.2, 7690, 0, 0, 0.0, 0.0937080383301
8759_004.2B, 0.2, 4170, 0, 0, 0.0, 0.107609987259
8734_001.2B, 0.2, 2688, 0, 0, 0.0, 0.140244007111
8538_001.2B, 0.2, 3662, 0, 0, 0.0, 0.09001994133
8759_002.2B, 0.2, 4914, 0, 0, 0.0, 0.0903148651123
8580_001.2B, 0.2, 2882, 0, 0, 0.0, 0.100605010986
8601_001.2B, 0.2, 7276, 0, 0, 0.0, 0.103833198547
8555_001.2B, 0.2, 6136, 0, 0, 0.0, 0.143513917923
8541_002.2B, 0.2, 5168, 0, 0, 0.0, 0.104241132736
8547_001.2B, 0.2, 2482, 0, 0, 0.0, 0.19105887413
8536_001.2B, 0.2, 6148, 0, 0, 0.0, 0.481328964233
8599_001.2B, 0.2, 4686, 0, 0, 0.0, 0.136335134506
8736_001.2B, 0.2, 3144, 0, 0, 0.0, 0.0898001194
8562_001.2B, 0.2, 2700, 0, 0, 0.0, 0.189538955688
8758_002.2B, 0.2, 7136, 0, 0, 0.0, 0.0918850898743
8750_003.2B, 0.2, 2124, 0, 0, 0.0, 0.0889317989349
8581_001.2B, 0.2, 5198, 0, 0, 0.0, 0.148305892944
8596_001.2B, 0.2, 4358, 0, 0, 0.0, 0.0903358459473
8537_001.2B, 0.2, 1742, 0, 0, 0.0, 0.0913128852844
8742_002.2B, 0.2, 2540, 0, 0, 0.0, 0.0924999713898
8704_001.2B, 0.2, 3858, 0, 0, 0.0, 0.113639116287
8522_001.2B, 0.2, 3934, 0, 0, 0.0, 0.13952589035
8559_001.2B, 0.2, 4696, 0, 0, 0.0, 0.124120950699
8709_001.2B, 0.2, 4712, 0, 0, 0.0, 0.154875993729
8751_001.2B, 0.2, 4300, 0, 0, 0.0, 0.128090143204
8728_001.2B, 0.2, 4914, 7, 0, 3.5, 0.328846931458
8712_001.2B, 0.2, 3736, 0, 0, 0.0, 0.137414932251
8510_001.2B, 0.2, 4858, 0, 0, 0.0, 0.136395931244
8753_001.2B, 0.2, 6470, 31, 1, 16.0, 0.480385065079
8755_001.2B, 0.2, 5270, 0, 0, 0.0, 0.199751138687
8504_001.2B, 0.2, 3614, 0, 0, 0.0, 0.103266954422
8701_001.2B, 0.2, 5170, 0, 0, 0.0, 0.172707080841
8705_001.2B, 0.2, 4986, 0, 0, 0.0, 0.145528078079
8718_001.2B, 0.2, 2530, 0, 0, 0.0, 0.113599061966
8745_001.2B, 0.2, 6362, 0, 0, 0.0, 0.0977349281311
8593_001.2B, 0.2, 2642, 0, 0, 0.0, 0.0991930961609
8724_001.2B, 0.2, 5304, 0, 0, 0.0, 0.100749969482
8568_001.2B, 0.2, 3468, 0, 0, 0.0, 0.175217151642
8744_001.2B, 0.2, 6906, 0, 0, 0.0, 0.115123987198
8739_001.2B, 0.2, 8758, 0, 0, 0.0, 0.78061914444
8737_001.2B, 0.2, 7060, 0, 0, 0.0, 0.0924558639526
8579_001.2B, 0.2, 2530, 0, 0, 0.0, 0.137339830399
8755_002.2B, 0.2, 7356, 0, 0, 0.0, 0.094929933548
8591_001.2B, 0.2, 6560, 0, 0, 0.0, 0.202793121338
8750_004.2B, 0.2, 904, 0, 0, 0.0, 0.0991430282593
8542_001.2B, 0.2, 5014, 0, 0, 0.0, 0.124889135361
8577_001.2B, 0.2, 3276, 0, 0, 0.0, 0.0914440155029
8720_001.2B, 0.2, 5166, 0, 0, 0.0, 0.095981836319
8561_001.2B, 0.2, 8256, 0, 0, 0.0, 0.16530919075
8534_001.2B, 0.2, 5912, 0, 0, 0.0, 0.183767795563
8590_001.2B, 0.2, 3428, 0, 0, 0.0, 0.0902309417725
8528_001.2B, 0.2, 1962, 0, 0, 0.0, 0.0892429351807
8746_001.2B, 0.2, 4858, 0, 0, 0.0, 0.103931188583
8506_001.2B, 0.2, 3830, 0, 0, 0.0, 0.0951030254364
8539_001.2B, 0.2, 4568, 0, 0, 0.0, 0.242878913879
8572_001.2B, 0.2, 3202, 0, 0, 0.0, 0.0909759998322
8726_001.2B, 0.2, 3618, 0, 0, 0.0, 0.0955970287323
8707_001.2B, 0.2, 5068, 0, 0, 0.0, 0.0954811573029
8700_001.2B, 0.2, 6638, 0, 0, 0.0, 0.147880077362
8583_001.2B, 0.2, 3274, 0, 0, 0.0, 0.194666862488
8754_001.2B, 0.2, 6042, 0, 0, 0.0, 0.126250982285
8733_002.2B, 0.2, 2708, 0, 0, 0.0, 0.0958631038666
8736_002.2B, 0.2, 1632, 0, 0, 0.0, 0.103684902191
8546_001.2B, 0.2, 3640, 0, 0, 0.0, 0.134636163712
8760_002.2B, 0.2, 2514, 0, 0, 0.0, 0.102373838425
8753_002.2B, 0.2, 7096, 0, 0, 0.0, 0.0955588817596
8514_001.2B, 0.2, 5472, 0, 0, 0.0, 0.126209974289
8752_003.2B, 0.2, 2526, 0, 0, 0.0, 0.095675945282
8714_001.2B, 0.2, 5244, 0, 0, 0.0, 0.189066171646
8708_001.2B, 0.2, 5242, 0, 0, 0.0, 0.165641069412
8598_001.2B, 0.2, 2074, 0, 0, 0.0, 0.0890460014343
8727_001.2B, 0.2, 5054, 0, 0, 0.0, 0.121705055237
8574_002.2B, 0.2, 2068, 0, 0, 0.0, 0.101255893707
8713_001.2B, 0.2, 5496, 0, 0, 0.0, 0.195581197739
8524_001.2B, 0.2, 4154, 0, 0, 0.0, 0.218216896057
8735_001.2B, 0.2, 4262, 0, 0, 0.0, 0.241671085358
8721_003.2B, 0.2, 4912, 0, 0, 0.0, 0.134331941605
8549_001.2B, 0.2, 2172, 0, 0, 0.0, 0.0943958759308
8553_001.2B, 0.2, 4590, 0, 0, 0.0, 0.147420167923
8591_002.2B, 0.2, 842, 0, 0, 0.0, 0.0984559059143
8761_001.2B, 0.2, 4918, 7, 1, 4.0, 0.230075836182
8711_001.2B, 0.2, 3744, 27, 2, 14.5, 0.33437204361
8558_001.2B, 0.2, 2514, 0, 0, 0.0, 0.0890989303589
8716_001.2B, 0.2, 6942, 0, 0, 0.0, 0.230539083481
8737_002.2B, 0.2, 6982, 0, 0, 0.0, 0.13996386528
8751_002.2B, 0.2, 4760, 0, 0, 0.0, 0.0919570922852
8758_004.2B, 0.2, 5330, 0, 0, 0.0, 0.0915060043335
8507_001.2B, 0.2, 3340, 0, 0, 0.0, 0.090815782547
8739_002.2B, 0.2, 8058, 0, 0, 0.0, 0.0996539592743
8721_001.2B, 0.2, 6386, 0, 0, 0.0, 0.135642051697
8520_002.2B, 0.2, 5472, 0, 0, 0.0, 0.113061904907
8533_001.2B, 0.2, 2064, 0, 0, 0.0, 0.116910219193
8566_001.2B, 0.2, 2848, 0, 0, 0.0, 0.207254886627
8595_001.2B, 0.2, 3160, 0, 0, 0.0, 0.107573032379
8576_001.2B, 0.2, 2326, 0, 0, 0.0, 0.132588148117
8723_002.2B, 0.2, 8130, 0, 0, 0.0, 0.138418197632
8735_002.2B, 0.2, 2320, 0, 0, 0.0, 0.0913109779358
8516_001.2B, 0.2, 2680, 0, 0, 0.0, 0.0921339988708
8747_001.2B, 0.2, 7120, 0, 0, 0.0, 0.0957839488983
8519_001.2B, 0.2, 5970, 0, 0, 0.0, 0.126276016235
8565_001.2B, 0.2, 3658, 0, 0, 0.0, 0.146530866623
8567_001.2B, 0.2, 4950, 0, 0, 0.0, 0.103049993515
8724_002.2B, 0.2, 4208, 0, 0, 0.0, 0.093957901001
8588_001.2B, 0.2, 3488, 0, 0, 0.0, 0.096372127533
8706_001.2B, 0.2, 5256, 0, 0, 0.0, 0.389626026154
8530_001.2B, 0.2, 3438, 0, 0, 0.0, 0.122272968292
8721_002.2B, 0.2, 5854, 0, 0, 0.0, 0.0915410518646
8748_002.2B, 0.2, 8330, 0, 0, 0.0, 0.101394176483
8527_001.2B, 0.2, 2610, 0, 0, 0.0, 0.116839885712
8738_001.2B, 0.2, 6704, 0, 0, 0.0, 0.186284065247
8758_003.2B, 0.2, 8352, 0, 0, 0.0, 0.0975670814514
8731_001.2B, 0.2, 3838, 0, 0, 0.0, 0.659361124039
8554_001.2B, 0.2, 2570, 0, 0, 0.0, 0.114490032196
8754_002.2B, 0.2, 5190, 0, 0, 0.0, 0.0919711589813
8557_001.2B, 0.2, 4630, 25, 0, 12.5, 0.118716001511
8723_001.2B, 0.2, 6990, 0, 0, 0.0, 0.125773906708
8556_001.2B, 0.2, 2572, 0, 0, 0.0, 0.100560903549
8733_001.2B, 0.2, 4614, 0, 0, 0.0, 0.0919358730316
8730_001.2B, 0.2, 4430, 0, 0, 0.0, 0.128066062927
8531_001.2B, 0.2, 4460, 0, 0, 0.0, 0.0941858291626
8715_001.2B, 0.2, 5932, 7, 0, 3.5, 0.484798192978
8600_001.2B, 0.2, 3422, 0, 0, 0.0, 0.0911219120026
8740_001.2B, 0.2, 4192, 0, 0, 0.0, 0.522642850876
8740_002.2B, 0.2, 5074, 0, 0, 0.0, 0.138785123825
8582_001.2B, 0.2, 3602, 0, 0, 0.0, 0.0896079540253
8575_001.2B, 0.2, 2314, 0, 0, 0.0, 0.0903789997101
8552_001.2B, 0.2, 2934, 0, 0, 0.0, 0.0956330299377
8703_001.2B, 0.2, 4160, 0, 0, 0.0, 0.282527208328
8589_001.2B, 0.2, 2262, 0, 0, 0.0, 0.0911540985107
8525_001.2B, 0.2, 8528, 0, 0, 0.0, 0.243014812469
8743_002.2B, 0.2, 4412, 0, 0, 0.0, 0.127258062363
8569_001.2B, 0.2, 4492, 0, 0, 0.0, 0.106338977814
8745_002.2B, 0.2, 2434, 0, 0, 0.0, 0.0910439491272
8749_001.2B, 0.2, 4996, 0, 0, 0.0, 0.200227975845
8759_001.2B, 0.2, 4858, 0, 0, 0.0, 0.0913178920746
8548_001.2B, 0.2, 3588, 0, 0, 0.0, 0.169013977051
8526_001.2B, 0.2, 3638, 0, 0, 0.0, 0.0913419723511
8529_001.2B, 0.2, 7454, 0, 0, 0.0, 0.0948679447174
8535_001.2B, 0.2, 2284, 0, 0, 0.0, 0.0902400016785
8500_001.2B, 0.2, 6440, 0, 0, 0.0, 0.093101978302
8594_001.2B, 0.2, 2496, 0, 0, 0.0, 0.15802693367
8725_001.2B, 0.2, 6814, 0, 0, 0.0, 0.167454004288
8520_001.2B, 0.2, 4798, 0, 0, 0.0, 0.0901420116425
8756_001.2B, 0.2, 5064, 0, 0, 0.0, 0.248730182648
8752_002.2B, 0.2, 5124, 0, 0, 0.0, 0.0909199714661
8758_001.2B, 0.2, 6200, 9, 0, 4.5, 0.406404018402
8744_002.2B, 0.2, 5960, 0, 0, 0.0, 0.0917799472809
8521_001.2B, 0.2, 4576, 0, 0, 0.0, 0.0913171768188
8759_003.2B, 0.2, 5004, 0, 0, 0.0, 0.0983989238739
8573_001.2B, 0.2, 4542, 0, 0, 0.0, 0.206077098846
8544_001.2B, 0.2, 2068, 0, 0, 0.0, 0.090008020401
8585_001.2B, 0.2, 3192, 0, 0, 0.0, 0.0910019874573
8578_001.2B, 0.2, 2166, 0, 0, 0.0, 0.0944409370422
8722_001.2B, 0.2, 6432, 0, 0, 0.0, 0.0971670150757
8760_001.2B, 0.2, 2716, 0, 0, 0.0, 0.128612995148
8545_001.2B, 0.2, 2744, 0, 0, 0.0, 0.112282991409
8748_001.2B, 0.2, 8942, 0, 0, 0.0, 0.0971050262451
8574_001.2B, 0.2, 4256, 0, 0, 0.0, 0.14080286026
8587_001.2B, 0.2, 3436, 0, 0, 0.0, 0.12829709053
8515_001.2B, 0.2, 3610, 33, 1, 17.0, 0.157431840897
8512_001.2B, 0.2, 1324, 0, 0, 0.0, 0.0890080928802
8563_001.2B, 0.2, 4224, 0, 0, 0.0, 0.114198923111
8551_001.2B, 0.2, 2516, 0, 0, 0.0, 0.0907280445099
8741_001.2B, 0.2, 3958, 0, 0, 0.0, 0.0907959938049
8503_001.2B, 0.2, 6388, 0, 0, 0.0, 0.158076047897
8550_001.2B, 0.2, 4082, 0, 0, 0.0, 0.0933511257172
8560_001.2B, 0.2, 3820, 0, 0, 0.0, 0.0896980762482
8743_001.2B, 0.2, 5836, 0, 0, 0.0, 0.122729063034
8540_001.2B, 0.2, 4216, 0, 0, 0.0, 0.102001905441
8719_001.2B, 0.2, 4874, 0, 0, 0.0, 0.150192022324
8518_001.2B, 0.2, 2786, 0, 0, 0.0, 0.0925188064575
8702_001.2B, 0.2, 4176, 0, 0, 0.0, 0.0946869850159
8750_002.2B, 0.2, 986, 0, 0, 0.0, 0.09334897995
8513_001.2B, 0.2, 2702, 0, 0, 0.0, 0.173408985138
8734_002.2B, 0.2, 2398, 0, 0, 0.0, 0.0939030647278
8505_001.2B, 0.2, 4592, 100, 1, 50.5, 0.148673057556
8509_001.2B, 0.2, 9314, 0, 0, 0.0, 0.0932981967926
8517_001.2B, 0.2, 2872, 0, 0, 0.0, 0.153079986572
8742_001.2B, 0.2, 6662, 0, 0, 0.0, 1.07240605354
8586_001.2B, 0.2, 1998, 0, 0, 0.0, 0.0984811782837
8571_001.2B, 0.2, 5400, 0, 0, 0.0, 0.12579703331
